group,series,t,algae,coral
2,8,49,0.0770444921477365,0.675651931431411
2,8,50,0.0755265591733988,0.6921480081686461
2,8,51,0.08100379203284953,0.6337234190471734
2,8,52,0.07247203152400161,0.6892597658881945
2,8,53,0.07372503005121396,0.6544492541492193
2,8,54,0.07060547756135742,0.693717982436463
2,8,55,0.06993791932941897,0.6727764100133136
2,8,56,0.07756880929648204,0.7066173401280991
2,8,57,0.06709014116820565,0.7028603088004386
2,8,58,0.06852755452056289,0.6795972642012691
2,8,59,0.06588951146549414,0.7130890488383526
2,8,60,0.05603189021318949,0.7309532679209125
2,8,61,0.05717330844615288,0.7507844765517844
2,8,62,0.05900507966415563,0.7810682653558763
2,8,63,0.0477728628321216,0.7996199637623218
2,8,64,0.03828473043408108,0.7747803347526191
2,8,65,0.03763525713792011,0.7766073775795669
2,8,66,0.031657107227441264,0.8160420216371557
2,8,67,0.026787497313624644,0.8077558896604966
2,8,68,0.023211213571841142,0.8465904775933422
2,8,69,0.0179727355982457,0.8298763753258928
2,8,70,0.018178753690008674,0.7943844811195402
2,8,71,0.014066366762262273,0.8197980398393467
2,8,72,0.010806279663062439,0.8578340231174109
2,8,73,0.009546688127634522,0.88796934024391
2,8,74,0.007690347565940073,0.8940190385947304
2,8,75,0.005415404265651809,0.8684539538777454
