t,p1,p2,series
0.43,0.5836110647718759,0.04839257835813103,1
0.44,0.7077904751945432,0.024932341414387434,1
0.45,0.6787519771080082,0.020268991395690078,1
0.46,0.5582406603257324,0.03491172460098389,1
0.47,0.5489772496151871,0.04880376092660485,1
0.48,0.5961078306128405,0.053990631948322945,1
0.49,0.7021418574046466,0.046644723616826304,1
0.5,0.7011754736607592,0.03298723532011713,1
0.51,0.7042363249443571,0.012268738451886946,1
0.52,0.6984441946884704,0.011270508019299042,1
0.53,0.5498567887024262,0.023374469756148722,1
0.54,0.5492841345634348,0.04376038751966464,1
0.55,0.45590411954741966,0.06449135408347116,1
0.56,0.44831054578694396,0.08453945172751243,1
0.57,0.4552161598639963,0.07401223752138936,1
0.58,0.5450264401958465,0.06201428730297333,1
0.59,0.5412688715087373,0.06547928702088304,1
0.6,0.44251531294870516,0.0646849891103033,1
0.61,0.4443128194368672,0.09588551456634141,1
0.62,0.2664498952785704,0.14705911742986075,1
0.63,0.2717602585844456,0.16555539534891922,1
0.64,0.16694473691229866,0.2119828186124492,1
0.65,0.1016724272122444,0.35040808655055267,1
0.66,0.07699063784157383,0.33218403655971546,1
0.67,0.12703317960149904,0.248659833179154,1
0.68,0.214424849326783,0.19238101851890482,1
0.69,0.2889116357405149,0.21103586626410473,1
0.7,0.35361560074626236,0.21956685426404876,1
0.71,0.4193280586957014,0.18437558064121265,1
0.72,0.3959678422390978,0.17111557417575918,1
0.73,0.21312104117347197,0.10806422662382231,1
0.0,0.5001411338997179,0.050034363389971796,2
0.01,0.4513503865056473,0.060063661146286036,2
0.02,0.3775103167043316,0.10316049616023527,2
0.03,0.3268199639075792,0.19822540436457783,2
0.04,0.2601894887122285,0.3435063289814571,2
0.05,0.26268146059552744,0.41600658740568,2
0.06,0.32368010979740797,0.39623734245321224,2
0.07,0.16961793097089745,0.5333985150326681,2
0.08,0.15466351762927402,0.6680851064057663,2
0.09,0.14815301698403377,0.6330745146941102,2
0.1,0.11006485037031427,0.7173701606259225,2
0.11,0.07838907156281492,0.6611758746538975,2
0.12,0.1157351450385706,0.44526683705030007,2
0.13,0.1674001198184913,0.3755009270137918,2
0.14,0.2382370737804545,0.3813216985997796,2
0.15,0.2262536685916782,0.45137126499227825,2
0.16,0.23221334156987763,0.559643144772042,2
0.17,0.20116970347962387,0.5835980274712415,2
0.18,0.1971326186511151,0.4636419856477936,2
0.19,0.27348226501830886,0.4291947038726198,2
0.2,0.25588344863660245,0.5265137119964678,2
0.21,0.2897573892349975,0.37121799603751865,2
0.22,0.32476122441510846,0.45478792276887664,2
0.23,0.3144619186093895,0.33221429232929095,2
0.24,0.5733640949122732,0.039514464927943076,2
0.25,0.7521121765048092,0.030974806042012467,2
0.26,0.7121614038143844,0.019459112593841088,2
0.27,0.7980787369826936,0.026404099104294778,2
0.28,0.8400661550399299,0.02324390159720031,2
0.29,0.7020085110910097,0.022634913909994933,2
0.3,0.5775631299835239,0.04593991355493779,2
0.31,0.5942061833586296,0.03492847315896052,2
0.32,0.7245141885647935,0.0399190893844195,2
0.33,0.635857041867698,0.025394175787289478,2
0.34,0.4387493751087678,0.046042478940870324,2
0.35,0.6510570956018534,0.057930911699665175,2
0.36,0.5304206465436281,0.10224654561815578,2
0.37,0.4077554270026621,0.19507732909310888,2
0.38,0.2597172244378917,0.3451748791682722,2
0.39,0.2098941322928193,0.4374447016792586,2
0.4,0.2493119547291919,0.47835209309900084,2
0.41,0.2690044082074836,0.38280717886794724,2
0.42,0.2919065168928623,0.3554968935024574,2
0.43,0.3306459572543156,0.2384978144326412,2
0.44,0.24711386946762867,0.2708015199022183,2
0.45,0.09165783988343988,0.4354613986303397,2
0.46,0.05393209934748386,0.39357528961106064,2
0.47,0.02988094826926262,0.6829289706674601,2
0.48,0.034651311177913285,0.7873547193671941,2
0.49,0.06002603881495501,0.559196953464555,2
0.5,0.11599416366358302,0.4840655938182564,2
0.51,0.15876850931842137,0.45350161759997176,2
0.52,0.23454863304514678,0.44492153140171065,2
0.53,0.3263764788890764,0.45957990250818626,2
0.54,0.3395704257591544,0.4672187903744114,2
0.55,0.2286493013268762,0.24813414887082114,2
0.56,0.3493888817928565,0.175934580532554,2
0.57,0.40513228924990025,0.1661418149213694,2
0.58,0.31696468809295836,0.20116404591174064,2
0.59,0.2932723487088148,0.30175057609849476,2
0.6,0.3868137928065984,0.2771889367343602,2
0.61,0.4229387405977828,0.25460339387011555,2
0.62,0.4972576512150678,0.2603051060375622,2
0.63,0.5793601570260802,0.21093510161074688,2
0.64,0.6585757965119002,0.10498412960733537,2
0.65,0.6795513577165432,0.13267251375660902,2
0.66,0.7492213499117258,0.11892102119597917,2
0.67,0.706835736347799,0.12619448927076607,2
0.68,0.7167242228132931,0.13014431929706613,2
0.69,0.7072822144989706,0.06953453861237069,2
0.7,0.6496894618365833,0.06622707681999147,2
0.71,0.6549159415123861,0.07225631529678764,2
0.72,0.36676667561284015,0.10129698164887685,2
0.73,0.482514437567152,0.19468484476001804,2
0.0,0.49503002278860686,0.0500093633899718,3
0.01,0.00449118674835598,0.17286078409428765,3
0.02,0.0031261191242164684,0.40315888099120334,3
0.03,0.0025249450927861115,0.49630511408403094,3
0.04,0.002828057446732671,0.4377663426309137,3
0.05,0.002998477006272895,0.4055061504570368,3
0.06,0.0028994672337396177,0.4336526364383023,3
0.07,0.0025542353663361127,0.4743019777259688,3
0.08,0.002455030895501036,0.4561699137622773,3
0.09,0.0024027905119481264,0.483243618836796,3
0.1,0.00267803895859002,0.4317330814403961,3
0.11,0.002521801858155398,0.4780691045322601,3
0.12,0.002556579038112361,0.47789072465308735,3
0.13,0.002853769018259323,0.4178964386779913,3
0.14,0.0034718194294843098,0.2878302558282941,3
0.15,0.004449488655883724,0.1314324953517634,3
0.16,0.004145287089399696,0.19193535284968086,3
0.17,0.003505288863196913,0.31963680121985044,3
0.18,0.0027214631704479846,0.4556467394077601,3
0.19,0.002358235657656238,0.4875235545125204,3
0.2,0.0027885941804237455,0.4430887635388421,3
0.21,0.0026607910151411744,0.47744463554318584,3
0.22,0.002549569407049773,0.49315961499951627,3
0.23,0.002384078548342268,0.5136695109479895,3
0.24,0.0022327727429708576,0.5173275488464313,3
0.25,0.002465376688028819,0.49652744615902067,3
0.26,0.003146138513730947,0.3720250837051332,3
0.27,0.0032121623916595466,0.3656559732360616,3
0.28,0.0032404597855645654,0.37637952839189465,3
0.29,0.0035879726287748968,0.30298498612430486,3
0.3,0.0030981285491211773,0.406799444311598,3
0.31,0.0022547630790727986,0.5567026418981532,3
0.32,0.0019162627966701237,0.5959413495499626,3
0.33,0.0017178079906156488,0.6406090225774155,3
0.34,0.0017845422656410513,0.617800663323831,3
0.35,0.002432287066422152,0.443713479465906,3
0.36,0.0023464868364063106,0.5097156087394233,3
0.37,0.002470033227339632,0.494054869153355,3
0.38,0.0030790707036860384,0.36906611560326885,3
0.39,0.004101532640082972,0.22194141873434045,3
0.4,0.0033863363518649237,0.3321810766610691,3
0.41,0.002629685354463187,0.4893380044270738,3
0.42,0.0024717373611929856,0.5128549973331132,3
0.43,0.002270169037848077,0.5532146787883517,3
0.44,0.0021126877309106742,0.5732904450590312,3
0.45,0.0021780464259713783,0.5571897274545131,3
0.46,0.002377729518424096,0.5114627511766869,3
0.47,0.002667519209353954,0.4636317129526748,3
0.48,0.0028704990503466534,0.43632592660829156,3
0.49,0.002660486688792857,0.45386804574730577,3
0.5,0.0038062116371708563,0.2489123791149843,3
0.51,0.0034680392971108177,0.3091334061391804,3
0.52,0.0028654003579146993,0.4377864859467294,3
0.53,0.0024463759698166465,0.49822335201106377,3
0.54,0.002668736377055902,0.42649732388653183,3
0.55,0.002867620359659998,0.38629852760133515,3
0.56,0.0031890800396173237,0.3102882324567202,3
0.57,0.0030456447260176754,0.3864260112036129,3
0.58,0.002598677528719772,0.4451838463611414,3
0.59,0.002509303720224771,0.48020611862652807,3
0.6,0.0033401483797990735,0.3311878408273878,3
0.61,0.003289261216312025,0.34130932763835764,3
0.62,0.003262948861653659,0.36015543977106046,3
0.63,0.0027050396853495937,0.46069711645209915,3
0.64,0.0024411908533438944,0.510455846217312,3
0.65,0.0024825071177069485,0.48457580559281604,3
0.66,0.0025367807133717247,0.4820189561650984,3
0.67,0.002019046121926557,0.5282085493701496,3
0.68,0.002100102612688623,0.5658909517019801,3
0.69,0.002200563993421173,0.5550595252292585,3
0.7,0.0019392142614039305,0.6088078452845217,3
0.71,0.0019379358494985525,0.596198264632325,3
0.72,0.0024834581600821108,0.4817425741983725,3
0.73,0.0025903372266333005,0.4380717537706493,3
0.0,0.5000300227886069,0.0495093633899718,4
0.01,0.6513225000923301,0.001769328822943933,4
0.02,0.6798338809990605,0.0014844337892200264,4
0.03,0.6948440623292389,0.0013934669741033738,4
0.04,0.748897199339621,0.001190054110828143,4
0.05,0.7959682885068077,0.0009231792519577272,4
0.06,0.6350187494946316,0.0016837490061269345,4
0.07,0.7000624830892835,0.0014792247225228034,4
0.08,0.5929910597174014,0.0018724850644376337,4
0.09,0.5203024493727499,0.0023750621240055886,4
0.1,0.737193391605358,0.0013578259400161992,4
0.11,0.8067143895238957,0.0008686075010274349,4
0.12,0.5049453593881058,0.0022446956815177737,4
0.13,0.41621394851971083,0.002994738156322757,4
0.14,0.36971240485698986,0.00310522328205727,4
0.15,0.2900507553662584,0.00375693992322421,4
0.16,0.4610640390801937,0.0026339558972868072,4
0.17,0.46957649266026286,0.0026141275444971092,4
0.18,0.4722965338294637,0.002550957278524789,4
0.19,0.5209471650760198,0.0022539346316457634,4
0.2,0.42995694597547435,0.0028871871317909846,4
0.21,0.33869159355038814,0.003333246222953089,4
0.22,0.46919264508182396,0.0027190330918611784,4
0.23,0.5608796583345638,0.002251691192780347,4
0.24,0.6053078176122153,0.0019669148424515735,4
0.25,0.6378566611322058,0.0017570246784519798,4
0.26,0.6542201925883785,0.0016412926004867807,4
0.27,0.7348078426069101,0.0013182877122132571,4
0.28,0.7193859623956347,0.0012940282899275104,4
0.29,0.6529989574640883,0.0016747020966661579,4
0.3,0.7412822324197161,0.0012665020808485105,4
0.31,0.6986653304720415,0.0013644628522519455,4
0.32,0.7059213336379012,0.0013894326330338286,4
0.33,0.6216120931388398,0.0018363117673869625,4
0.34,0.6627636807561594,0.0016292809811328853,4
0.35,0.6233834598736472,0.0018091236044647816,4
0.36,0.6618132620074011,0.001603295660609287,4
0.37,0.7366886494363053,0.0012964894825545788,4
0.38,0.6620780126763397,0.0015820732648477857,4
0.39,0.5591734683579448,0.0019954068433365338,4
0.4,0.3490114110290359,0.003084033471660569,4
0.41,0.16896993628373766,0.004369885563049139,4
0.42,0.24729640270959066,0.003906146302450187,4
0.43,0.27919718331806975,0.0033077692706095876,4
0.44,0.4618548316238865,0.0026567420127492692,4
0.45,0.6259405266140547,0.0018267367609722926,4
0.46,0.7536621711180898,0.0011802116608206307,4
0.47,0.7828130451214713,0.0010102432752194033,4
0.48,0.785832740781287,0.0009507224456526139,4
0.49,0.7218240145924653,0.001300568728793724,4
0.5,0.72532013417635,0.001266710471699241,4
0.51,0.6788073051639364,0.0015967394387473388,4
0.52,0.7400589402502878,0.0012387183598925975,4
0.53,0.8272072329264054,0.0008257097432054849,4
0.54,0.8235204448865022,0.0007010685798947268,4
0.55,0.5290780536237305,0.0019664445429115546,4
0.56,0.3911600529623214,0.0030147263304271888,4
0.57,0.40083034141176005,0.002963978851674397,4
0.58,0.22860432529614658,0.003965068368482957,4
0.59,0.29282426840332365,0.003497252239573227,4
0.6,0.5044417398751492,0.002370673129676115,4
0.61,0.5781794466279228,0.002048938547373677,4
0.62,0.5699896613510103,0.0020132681350372183,4
0.63,0.5227425543558448,0.00237565489323866,4
0.64,0.47792581522538613,0.0026892266677704673,4
0.65,0.6510839427813494,0.0017935064958080238,4
0.66,0.5918597368436842,0.0020223075207508076,4
0.67,0.6395273252113544,0.001733967357868839,4
0.68,0.600263534998746,0.0019354426227407775,4
0.69,0.5479193636013318,0.0020919350852317193,4
0.7,0.5239663101633187,0.002249899582062109,4
0.71,0.5734206187221769,0.002140799164469675,4
0.72,0.729864902195226,0.001335240444895173,4
0.73,0.6924817544599412,0.0013981554887828609,4
